year,id_,incom16,income,rincome,happy,mntlhlth
2004,526,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,532,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,5
2004,533,AVERAGE,.r:  Refused,.d:  Do not Know/Cannot Choose,3,3
2004,549,AVERAGE,"$25,000 or more",$25000 OR MORE,3,6
2004,553,AVERAGE,"$25,000 or more",$25000 OR MORE,2,25
2004,557,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2004,573,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,584,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,588,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,3
2004,591,FAR ABOVE AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,1,2
2004,597,.d:  Do not Know/Cannot Choose,"$25,000 or more",$25000 OR MORE,1,5
2004,601,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,606,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,607,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2004,609,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,612,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2004,620,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,623,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,634,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,640,AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2004,641,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,650,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,661,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,665,AVERAGE,.r:  Refused,.r:  Refused,2,2
2004,668,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,670,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,2,1
2004,671,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,675,ABOVE AVERAGE,"$25,000 or more",.d:  Do not Know/Cannot Choose,2,2
2004,677,AVERAGE,"$25,000 or more",$10000 - 14999,2,4
2004,681,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,696,ABOVE AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,2
2004,697,BELOW AVERAGE,"$20,000 to $24,999",$15000 - 19999,1,15
2004,711,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,1
2004,716,.d:  Do not Know/Cannot Choose,"$25,000 or more",$25000 OR MORE,3,2
2004,736,ABOVE AVERAGE,"$20,000 to $24,999",$20000 - 24999,1,25
2004,743,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,752,AVERAGE,"$25,000 or more",$25000 OR MORE,1,14
2004,761,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,772,AVERAGE,"$25,000 or more",$25000 OR MORE,2,12
2004,774,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,776,ABOVE AVERAGE,"$25,000 or more",$10000 - 14999,3,2
2004,778,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,779,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,782,.i:  Inapplicable,"$25,000 or more",.i:  Inapplicable,3,1
2004,791,BELOW AVERAGE,"$25,000 or more",$7000 TO 7999,1,3
2004,792,AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2004,806,AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,2,3
2004,815,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,25
2004,817,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,818,AVERAGE,"$25,000 or more",$20000 - 24999,3,7
2004,825,FAR ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,837,AVERAGE,"$25,000 or more",LT $1000,2,7
2004,838,AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,1,7
2004,840,FAR ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,879,ABOVE AVERAGE,.r:  Refused,.r:  Refused,2,NA
2004,888,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,23
2004,913,AVERAGE,"$25,000 or more",.i:  Inapplicable,1,25
2004,917,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,926,AVERAGE,"$25,000 or more",$10000 - 14999,2,7
2004,929,AVERAGE,"$25,000 or more",$25000 OR MORE,1,5
2004,937,FAR BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,8
2004,938,ABOVE AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,1,15
2004,948,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2004,956,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,960,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,963,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,7
2004,971,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2004,973,ABOVE AVERAGE,"$25,000 or more",$6000 TO 6999,3,1
2004,979,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2004,982,AVERAGE,.d:  Do not Know/Cannot Choose,$10000 - 14999,2,2
2004,991,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,992,AVERAGE,"$25,000 or more",$1000 TO 2999,2,3
2004,1002,AVERAGE,"$25,000 or more",$1000 TO 2999,3,1
2004,1004,.i:  Inapplicable,"$25,000 or more",.i:  Inapplicable,2,5
2004,1011,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,1016,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2004,1020,AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2004,1024,AVERAGE,.d:  Do not Know/Cannot Choose,$25000 OR MORE,2,7
2004,1029,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,3
2004,1038,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,1044,FAR ABOVE AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,1
2004,1045,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,1053,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,1057,AVERAGE,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,2,15
2004,1060,AVERAGE,"$25,000 or more",$10000 - 14999,2,7
2004,1064,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,1069,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,1083,ABOVE AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,1,4
2004,1099,AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,1
2004,1105,BELOW AVERAGE,.d:  Do not Know/Cannot Choose,$10000 - 14999,2,3
2004,1106,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2004,1124,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,12
2004,1128,AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2004,1131,BELOW AVERAGE,.r:  Refused,.r:  Refused,3,15
2004,1133,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,1135,AVERAGE,"$25,000 or more",$20000 - 24999,3,3
2004,1145,AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,4
2004,1156,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,1157,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,1166,ABOVE AVERAGE,"$20,000 to $24,999",.n:  No answer,3,7
2004,1178,AVERAGE,"$25,000 or more",$15000 - 19999,2,3
2004,1181,AVERAGE,"$25,000 or more",$10000 - 14999,3,1
2004,1183,AVERAGE,.r:  Refused,.i:  Inapplicable,2,15
2004,1190,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2004,1192,AVERAGE,"$25,000 or more",$15000 - 19999,2,2
2004,1197,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2004,1200,BELOW AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,14
2004,1212,AVERAGE,.r:  Refused,.r:  Refused,3,3
2004,1215,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,1216,AVERAGE,"$25,000 or more",$7000 TO 7999,1,15
2004,1219,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2004,1231,BELOW AVERAGE,"$25,000 or more",$10000 - 14999,1,5
2004,1240,.d:  Do not Know/Cannot Choose,"$25,000 or more",$5000 TO 5999,3,NA
2004,1243,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2004,1257,ABOVE AVERAGE,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,2,7
2004,1263,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,1265,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2004,1269,AVERAGE,"$25,000 or more",.i:  Inapplicable,1,15
2004,1276,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,1279,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2004,1284,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2004,1285,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,1290,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,1295,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,15
2004,1297,AVERAGE,"$25,000 or more",$25000 OR MORE,3,25
2004,1298,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,1301,.i:  Inapplicable,"$10,000 to $14,999",.i:  Inapplicable,3,3
2004,1311,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,1315,BELOW AVERAGE,"$6,000 to $6,999",.i:  Inapplicable,2,2
2004,1317,AVERAGE,"$20,000 to $24,999",$10000 - 14999,2,5
2004,1319,BELOW AVERAGE,"$25,000 or more",$6000 TO 6999,3,2
2004,1329,AVERAGE,"$25,000 or more",$10000 - 14999,2,3
2004,1334,.i:  Inapplicable,"$25,000 or more",.i:  Inapplicable,2,2
2004,1335,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,1343,AVERAGE,"$25,000 or more",$6000 TO 6999,2,2
2004,1355,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,1356,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2004,1360,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,1361,.d:  Do not Know/Cannot Choose,"$25,000 or more",$25000 OR MORE,2,6
2004,1369,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2004,1371,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,1378,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,1393,.i:  Inapplicable,"$25,000 or more",.i:  Inapplicable,2,5
2004,1396,AVERAGE,.r:  Refused,$15000 - 19999,3,2
2004,1397,AVERAGE,"$25,000 or more",$8000 TO 9999,2,3
2004,1402,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,1404,AVERAGE,"$25,000 or more",.i:  Inapplicable,3,15
2004,1419,BELOW AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,15
2004,1420,AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,2,5
2004,1422,AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,2,15
2004,1427,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,1440,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,1447,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2004,1473,FAR BELOW AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,1
2004,1474,ABOVE AVERAGE,"$25,000 or more",$7000 TO 7999,2,5
2004,1484,BELOW AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,5
2004,1491,AVERAGE,.r:  Refused,.r:  Refused,1,4
2004,1499,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,1502,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,1515,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,1522,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2004,1533,AVERAGE,"$25,000 or more",$25000 OR MORE,2,23
2004,1534,AVERAGE,"$25,000 or more",$20000 - 24999,2,2
2004,1545,ABOVE AVERAGE,"$7,000 to $7,999",LT $1000,2,8
2004,1549,FAR BELOW AVERAGE,"$20,000 to $24,999",$10000 - 14999,2,5
2004,1560,AVERAGE,"$4,000 to $4,999",$4000 TO 4999,2,4
2004,1563,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,1568,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,1576,BELOW AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,2,15
2004,1579,AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2004,1580,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,2
2004,1586,AVERAGE,"$25,000 or more",$25000 OR MORE,1,21
2004,1593,FAR ABOVE AVERAGE,"$15,000 to $19,999",$15000 - 19999,1,5
2004,1610,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,8
2004,1614,AVERAGE,.r:  Refused,.r:  Refused,2,3
2004,1619,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,1620,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2004,1629,.i:  Inapplicable,"$25,000 or more",.i:  Inapplicable,2,5
2004,1638,AVERAGE,"$25,000 or more",$25000 OR MORE,1,25
2004,1646,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,1647,AVERAGE,"$25,000 or more",$25000 OR MORE,1,1
2004,1653,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,1668,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,1671,AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2004,1674,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,1676,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,1677,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2004,1690,AVERAGE,"$5,000 to $5,999",.i:  Inapplicable,3,5
2004,1692,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,1,2
2004,1693,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2004,1696,AVERAGE,"$5,000 to $5,999",$7000 TO 7999,2,6
2004,1697,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,1699,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,1702,FAR BELOW AVERAGE,"$7,000 to $7,999",$1000 TO 2999,1,1
2004,1709,AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2004,1713,AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2004,1715,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,1720,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,1
2004,1743,AVERAGE,"$25,000 or more",$20000 - 24999,1,3
2004,1744,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,1
2004,1749,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2004,1755,BELOW AVERAGE,"Under $1,000",$4000 TO 4999,1,5
2004,1762,AVERAGE,"$25,000 or more",.i:  Inapplicable,3,5
2004,1774,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2004,1778,FAR BELOW AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,5
2004,1786,.i:  Inapplicable,"$10,000 to $14,999",.i:  Inapplicable,2,5
2004,1787,FAR BELOW AVERAGE,"$6,000 to $6,999",$3000 TO 3999,2,5
2004,1791,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,1802,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,3
2004,1805,AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2004,1810,FAR ABOVE AVERAGE,"$25,000 or more",$20000 - 24999,2,1
2004,1815,.i:  Inapplicable,"$20,000 to $24,999",.i:  Inapplicable,3,2
2004,1818,AVERAGE,"$25,000 or more",$20000 - 24999,3,4
2004,1828,FAR BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,5
2004,1829,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2004,1831,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,1836,AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2004,1845,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,4
2004,1853,BELOW AVERAGE,"$25,000 or more",$10000 - 14999,2,2
2004,1866,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,2,2
2004,1870,AVERAGE,"$5,000 to $5,999",$3000 TO 3999,2,5
2004,1872,BELOW AVERAGE,"$25,000 or more",$1000 TO 2999,2,2
2004,1880,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,1891,.i:  Inapplicable,"$15,000 to $19,999",.i:  Inapplicable,2,1
2004,1893,AVERAGE,"$25,000 or more",$20000 - 24999,2,1
2004,1895,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,1896,AVERAGE,"$10,000 to $14,999",$10000 - 14999,3,3
2004,1901,AVERAGE,"$25,000 or more",$20000 - 24999,2,1
2004,1904,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2004,1914,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,1915,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,1916,FAR BELOW AVERAGE,"$25,000 or more",$20000 - 24999,3,1
2004,1917,AVERAGE,"$25,000 or more",$1000 TO 2999,2,4
2004,1919,AVERAGE,"$8,000 to $9,999",$8000 TO 9999,1,15
2004,1920,.i:  Inapplicable,"$25,000 or more",.i:  Inapplicable,2,3
2004,1922,BELOW AVERAGE,"$25,000 or more",$10000 - 14999,2,5
2004,1924,AVERAGE,"$25,000 or more",$1000 TO 2999,3,1
2004,1935,AVERAGE,"$20,000 to $24,999",$20000 - 24999,1,7
2004,1947,FAR BELOW AVERAGE,.r:  Refused,.i:  Inapplicable,3,5
2004,1951,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,1953,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,17
2004,1963,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,1974,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,3
2004,1977,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,15
2004,1980,AVERAGE,"$25,000 or more",$4000 TO 4999,2,2
2004,1987,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2004,2005,AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2004,2006,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2004,2011,.i:  Inapplicable,"$7,000 to $7,999",.i:  Inapplicable,2,25
2004,2014,BELOW AVERAGE,"$10,000 to $14,999",$4000 TO 4999,2,14
2004,2035,AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2004,2039,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,2040,BELOW AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,14
2004,2043,AVERAGE,"$25,000 or more",$10000 - 14999,3,3
2004,2049,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,2053,AVERAGE,"$25,000 or more",$20000 - 24999,3,1
2004,2054,BELOW AVERAGE,"$20,000 to $24,999",$15000 - 19999,2,15
2004,2055,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,3
2004,2062,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,3,1
2004,2070,AVERAGE,"$15,000 to $19,999",$4000 TO 4999,3,3
2004,2074,AVERAGE,"$25,000 or more",LT $1000,3,4
2004,2078,AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,2,1
2004,2086,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,3
2004,2094,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2004,2099,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,2100,AVERAGE,"$25,000 or more",$20000 - 24999,3,2
2004,2103,AVERAGE,"$25,000 or more",.i:  Inapplicable,3,2
2004,2107,AVERAGE,"$25,000 or more",$10000 - 14999,2,1
2004,2113,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,3,3
2004,2128,FAR BELOW AVERAGE,"$10,000 to $14,999",LT $1000,2,4
2004,2133,AVERAGE,"$25,000 or more",$25000 OR MORE,2,12
2004,2134,BELOW AVERAGE,"$10,000 to $14,999",$1000 TO 2999,3,5
2004,2143,AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,2
2004,2160,AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,5
2004,2178,AVERAGE,"$25,000 or more",$10000 - 14999,2,1
2004,2180,.i:  Inapplicable,"$10,000 to $14,999",.i:  Inapplicable,1,18
2004,2192,FAR ABOVE AVERAGE,"$10,000 to $14,999",$4000 TO 4999,2,1
2004,2198,AVERAGE,"$25,000 or more",$7000 TO 7999,3,2
2004,2221,AVERAGE,"$15,000 to $19,999",$15000 - 19999,1,28
2004,2222,AVERAGE,.r:  Refused,.d:  Do not Know/Cannot Choose,2,6
2004,2225,FAR BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,3
2004,2229,BELOW AVERAGE,"$20,000 to $24,999",$10000 - 14999,2,3
2004,2230,AVERAGE,.r:  Refused,.r:  Refused,3,2
2004,2234,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,2243,AVERAGE,.r:  Refused,.i:  Inapplicable,3,5
2004,2247,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2004,2254,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,2266,BELOW AVERAGE,.r:  Refused,.r:  Refused,3,3
2004,2280,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2004,2281,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2004,2311,.i:  Inapplicable,"$8,000 to $9,999",.i:  Inapplicable,2,29
2004,2315,BELOW AVERAGE,"$15,000 to $19,999",$4000 TO 4999,2,2
2004,2317,BELOW AVERAGE,"$10,000 to $14,999",LT $1000,2,8
2004,2321,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2004,2324,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,2347,BELOW AVERAGE,"$25,000 or more",.r:  Refused,2,2
2004,2353,AVERAGE,.r:  Refused,.r:  Refused,2,2
2004,2358,BELOW AVERAGE,"$10,000 to $14,999",$10000 - 14999,1,15
2004,2366,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2004,2372,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2004,2377,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,2408,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,2419,AVERAGE,"$25,000 or more",$15000 - 19999,2,7
2004,2421,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,1,5
2004,2438,BELOW AVERAGE,.r:  Refused,.i:  Inapplicable,2,7
2004,2469,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2004,2480,AVERAGE,"$25,000 or more",$4000 TO 4999,2,7
2004,2482,BELOW AVERAGE,"$5,000 to $5,999",LT $1000,2,2
2004,2494,AVERAGE,"$7,000 to $7,999",$3000 TO 3999,2,15
2004,2504,FAR BELOW AVERAGE,"$10,000 to $14,999",$7000 TO 7999,2,3
2004,2514,AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,2,3
2004,2518,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2004,2523,BELOW AVERAGE,"$8,000 to $9,999",LT $1000,3,15
2004,2527,AVERAGE,"$8,000 to $9,999",$7000 TO 7999,2,NA
2004,2530,AVERAGE,.r:  Refused,.r:  Refused,3,5
2004,2532,AVERAGE,"$25,000 or more",$10000 - 14999,2,5
2004,2533,ABOVE AVERAGE,"$15,000 to $19,999",$15000 - 19999,3,NA
2004,2540,AVERAGE,"$8,000 to $9,999",$8000 TO 9999,2,15
2004,2561,AVERAGE,.d:  Do not Know/Cannot Choose,$4000 TO 4999,2,25
2004,2571,FAR BELOW AVERAGE,"$15,000 to $19,999",$15000 - 19999,1,5
2004,2575,AVERAGE,.r:  Refused,.i:  Inapplicable,2,NA
2004,2614,ABOVE AVERAGE,"$1,000 to $2,999",.i:  Inapplicable,2,14
2004,2617,BELOW AVERAGE,.r:  Refused,$20000 - 24999,3,1
2004,2626,AVERAGE,"$15,000 to $19,999",$1000 TO 2999,2,8
2004,2633,ABOVE AVERAGE,"$25,000 or more",$10000 - 14999,2,3
2004,2639,ABOVE AVERAGE,.r:  Refused,.r:  Refused,2,5
2004,2649,.i:  Inapplicable,"$25,000 or more",.i:  Inapplicable,2,5
2004,2658,AVERAGE,"$25,000 or more",$15000 - 19999,3,7
2004,2663,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2004,2671,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,3
2004,2672,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,2674,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,14
2004,2680,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,5
2004,2690,FAR BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,3
2004,2711,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2004,2718,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2004,2753,AVERAGE,"$25,000 or more",$25000 OR MORE,1,4
2004,2754,BELOW AVERAGE,.r:  Refused,.r:  Refused,2,15
2004,2756,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2004,2759,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,1,25
2004,2760,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,1,2
2004,2768,AVERAGE,"$25,000 or more",$20000 - 24999,1,3
2004,2775,.i:  Inapplicable,"$15,000 to $19,999",.i:  Inapplicable,3,3
2004,2783,AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2004,2800,FAR BELOW AVERAGE,"$8,000 to $9,999",$8000 TO 9999,2,4
2004,2805,AVERAGE,"$10,000 to $14,999",$10000 - 14999,3,2
2004,2806,.i:  Inapplicable,"$15,000 to $19,999",.i:  Inapplicable,2,8
2004,2808,AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2004,2812,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2006,14,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2006,40,AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,1,5
2006,54,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2006,61,BELOW AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,3
2006,96,ABOVE AVERAGE,.r:  Refused,.r:  Refused,2,2
2006,97,AVERAGE,.r:  Refused,.r:  Refused,2,1
2006,98,ABOVE AVERAGE,"$25,000 or more",$20000 - 24999,2,3
2006,111,AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2006,133,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
